price,sqft_living,sqft_above,bedrooms,bathrooms,sqft_lot,floors,waterfront,condition,sqft_basement,yr_built,yr_renovated,zipcode,lat,long
479950,1510,1510,2,2,6516,1,0,3,0,2005,0,98053,47.7076,-122.013
264950,1720,1120,4,2.25,9753,1,0,4,600,1978,0,98023,47.2922,-122.371
516500,1480,1480,3,2.5,4729,2,0,3,0,2004,0,98053,47.6794,-122.034
655000,1450,1230,2,1.75,15798,2,1,3,220,1915,1978,98166,47.4497,-122.375
500000,2280,2280,4,2.75,15347,1,0,5,0,1960,0,98059,47.5218,-122.164
315000,2940,1780,6,2.75,7350,1,0,3,1160,1978,0,98023,47.3103,-122.339
213000,1000,1000,2,1,10200,1,0,3,0,1961,0,98024,47.5687,-121.899
1030000,3760,3760,5,4,28040,2,0,3,0,1983,0,98033,47.6489,-122.183
455000,1430,1430,2,1,5000,1.5,0,2,0,1925,0,98115,47.6727,-122.299
363000,2740,2740,3,2.5,11872,2,0,3,0,1990,0,98023,47.3076,-122.395
260000,1810,1240,3,2,7209,1,0,4,570,1978,0,98032,47.3656,-122.278
455000,3360,3360,4,2.5,7685,2,0,3,0,2001,0,98058,47.4369,-122.111
415000,1510,1510,3,2.25,36224,2,0,3,0,1991,0,98045,47.4616,-121.711
592500,1420,1420,2,2,9191,1.5,0,5,0,1928,0,98115,47.6979,-122.32
315000,1580,1200,3,1.75,11455,1,0,4,380,1974,0,98059,47.4756,-122.147
255000,1230,1230,3,1,10170,1,0,3,0,1979,0,98045,47.4437,-121.772
780000,1660,1460,3,1,4400,1.5,0,3,200,1911,0,98112,47.6362,-122.302
237000,1270,1270,3,1.75,8470,1,0,4,0,1960,0,98198,47.4207,-122.29
369900,760,760,1,0.75,10079,1,1,5,0,1936,0,98070,47.4683,-122.438
415000,1070,1070,2,1,4500,1,0,3,0,1937,0,98115,47.6802,-122.29
272500,2070,1420,3,2.5,9900,1,0,3,650,1979,0,98023,47.2988,-122.371
236000,1300,1300,3,1,5898,1,0,3,0,1961,0,98178,47.5053,-122.255
331000,1080,580,3,1.75,1306,1,0,3,500,1954,2003,98199,47.6601,-122.4
450000,2290,2290,3,2,16258,1,0,5,0,1960,0,98058,47.4672,-122.165
770000,3820,2850,4,2.75,26300,2,0,3,970,2014,0,98028,47.7618,-122.261
455000,2210,2210,4,2.5,49375,1,0,3,0,1997,0,98038,47.3828,-122.071
170000,860,860,2,1,5265,1,0,3,0,1931,0,98178,47.5048,-122.272
780000,3500,3500,4,2.5,7048,2,0,3,0,2005,0,98053,47.6811,-122.025
330000,2420,1740,3,3,13959,1,0,4,680,1988,0,98028,47.7486,-122.23
675000,2900,1450,5,2.25,10300,1,0,3,1450,1985,0,98006,47.5461,-122.151
500000,1640,1140,2,1,14100,1,0,4,500,1954,0,98006,47.5712,-122.143
389999,1890,1890,4,2.5,15770,2,0,4,0,1968,0,98166,47.4281,-122.343
580000,3280,2270,4,3,11060,2,0,3,1010,1986,0,98056,47.5399,-122.181
265000,1320,1320,3,2,8959,1,0,3,0,1993,0,98042,47.3536,-122.144
446500,2650,2650,3,2.5,7286,2,0,3,0,1990,0,98059,47.5084,-122.154
267500,1590,1090,3,1.75,11914,1,0,3,500,1957,0,98188,47.4427,-122.274
576000,1940,970,3,2.5,9000,1,0,4,970,1948,0,98117,47.6933,-122.393
208633,2040,2040,3,2.5,3810,2,0,3,0,2006,0,98038,47.3537,-122
315000,2200,1120,3,2.25,8750,1,0,4,1080,1964,0,98166,47.476,-122.337
725000,1920,960,3,1.75,3300,1,0,4,960,1913,0,98112,47.6239,-122.298
550000,1800,1400,4,2.75,7750,1,0,4,400,1965,0,98177,47.7776,-122.384
550700,1010,1010,2,1,5000,1.5,0,4,0,1908,0,98105,47.6692,-122.297
665000,3320,2220,4,2.75,10574,2,0,5,1100,1960,0,98056,47.5376,-122.18
201000,1660,1660,5,1.75,78408,1.5,0,3,0,1915,0,98065,47.529,-121.837
2380000,3650,3370,5,2.5,9050,2,0,5,280,1921,0,98119,47.6345,-122.367
1380000,4290,2690,4,3.25,12103,1,0,3,1600,1997,0,98006,47.5503,-122.102
1400000,4290,2690,4,3.25,12103,1,0,3,1600,1997,0,98006,47.5503,-122.102
305000,1950,1350,4,2.25,7700,1,0,3,600,1979,0,98058,47.4441,-122.125
390000,1930,1930,3,2.5,64904,1,0,4,0,1988,0,98042,47.346,-122.157
268750,800,800,4,1,8775,1,0,3,0,1943,0,98166,47.48,-122.336
240000,1510,1510,3,1.75,10248,1,0,3,0,1969,0,98023,47.2929,-122.371
232000,1240,960,2,1,12092,1,0,3,280,1922,1984,98146,47.4957,-122.352
240500,1240,960,2,1,12092,1,0,3,280,1922,1984,98146,47.4957,-122.352
740000,2050,2050,4,2,4400,1.5,0,4,0,1922,0,98102,47.644,-122.319
186375,1000,1000,3,1,7636,1,0,2,0,1952,0,98166,47.472,-122.344
790000,2370,1590,3,2.25,10289,1,0,4,780,1977,0,98005,47.592,-122.166
880000,2800,1890,4,3.5,6750,2,0,3,910,1951,2002,98105,47.669,-122.275
279000,2240,2240,6,1.75,11180,2,0,4,0,1955,0,98198,47.42,-122.323
295000,1810,1810,3,2,10530,1,0,3,0,1991,0,98022,47.1913,-122.012
260000,1960,1960,4,2.5,5238,2,0,3,0,2003,0,98038,47.3483,-122.052
245000,1740,1740,3,1.75,11547,1,0,3,0,1954,0,98178,47.4945,-122.22
684000,3040,2420,4,3.5,8414,2,0,3,620,2010,0,98059,47.5222,-122.157
425000,2500,1300,3,1.75,6840,1,0,3,1200,1957,0,98125,47.7222,-122.32
309600,1275,1275,4,1.75,20000,1,0,4,0,1991,0,98070,47.3796,-122.49
552250,2580,2580,4,2.5,5823,2,0,3,0,2002,0,98065,47.5374,-121.875
165000,1000,1000,4,1,7134,1,0,3,0,1943,0,98178,47.4897,-122.24
239900,1000,1000,4,1,7134,1,0,3,0,1943,0,98178,47.4897,-122.24
320000,1070,1070,2,1,32633,1,0,4,0,1930,0,98059,47.4716,-122.078
315000,1900,1300,3,1,14400,1,0,4,600,1954,0,98166,47.4147,-122.337
300000,1910,1910,4,2.5,4862,2,0,3,0,2005,0,98038,47.3607,-122.034
420000,1750,1750,4,1,9600,1.5,0,4,0,1954,0,98006,47.5759,-122.137
900000,1330,1330,3,1,77972,1,0,3,0,1928,1954,98033,47.6891,-122.159
679900,2440,1980,3,2.5,5750,2,0,3,460,2000,0,98116,47.565,-122.381
463000,1640,1640,3,2.5,29970,2,0,3,0,1992,0,98053,47.6359,-121.974
380000,2760,2760,5,2.5,11340,2,0,4,0,1978,0,98059,47.4769,-122.141
329500,1820,1820,4,2.5,7912,2,0,3,0,1994,0,98038,47.3845,-122.029
604950,2110,1340,3,2.5,5608,1,0,3,770,2013,0,98033,47.6743,-122.184
795000,3040,1640,5,2.5,9570,1,0,4,1400,1966,0,98006,47.5651,-122.164
465000,1840,1840,3,2,40438,2,0,3,0,1994,0,98045,47.4853,-121.709
673000,2990,2990,4,2.5,10400,2,0,3,0,2002,0,98166,47.4508,-122.359
338000,2090,1370,4,3,7500,1,0,3,720,1986,0,98056,47.4888,-122.182
280000,1430,1430,3,2.25,7222,2,0,3,0,1993,0,98056,47.5112,-122.19
380000,3450,3450,5,3,9914,2,0,3,0,2004,0,98023,47.2813,-122.345
297000,1450,1450,3,2.25,7562,2,0,3,0,1994,0,98056,47.5038,-122.189
450000,1640,1110,3,1.75,13500,1,0,3,530,1940,0,98125,47.7164,-122.304
275000,1590,1060,3,3,7750,1,0,3,530,1997,0,98038,47.3624,-122.045
595000,2020,2020,4,2,2849,2,0,3,0,1960,0,98115,47.6831,-122.329
389000,2130,2130,4,2.25,5337,2,0,3,0,2001,0,98019,47.7237,-121.959
1350000,4800,3480,5,3.5,14984,2,0,3,1320,1998,0,98006,47.5543,-122.148
252350,1650,1160,3,2,7352,1,0,3,490,1979,0,98058,47.4612,-122.169
403950,2120,2120,4,2.5,13780,2,0,3,0,1993,0,98146,47.4987,-122.365
385000,2040,1380,4,1.5,10726,1,0,3,660,1954,0,98177,47.772,-122.358
490000,1980,1980,3,2.75,3128,2,0,4,0,1979,0,98008,47.6109,-122.114
330000,1600,1600,3,2.5,26977,2,0,3,0,2005,0,98019,47.7736,-121.901
330000,1220,1220,2,1,10000,1,0,5,0,1950,0,98028,47.7405,-122.241
530000,2720,1500,5,2.25,8800,1,0,4,1220,1958,0,98008,47.5976,-122.118
365000,1940,1940,4,2,25600,1,0,1,0,1962,0,98006,47.5722,-122.129
269900,1530,1530,4,1.75,8750,1.5,0,4,0,1968,0,98058,47.4556,-122.157
360000,3730,2150,4,1.75,16980,1,0,4,1580,1974,0,98022,47.1775,-122.022
352000,940,940,2,1,5000,1,0,4,0,1937,0,98117,47.6879,-122.385
437000,1750,1750,3,2.5,22357,2,0,3,0,1994,0,98045,47.4807,-121.779
322500,1820,1820,4,2.5,6753,2,0,3,0,1994,0,98038,47.3845,-122.032
650000,1510,1330,3,3.25,2000,2,0,3,180,2001,0,98116,47.5815,-122.402
278500,1570,1570,3,2,5250,1,0,3,0,1998,0,98092,47.3163,-122.188
840000,2840,2840,4,3.5,40139,1,0,4,0,1986,0,98038,47.401,-122.026
517534,833,833,2,1,143947,1,0,3,0,2006,0,98070,47.3889,-122.482
339000,2390,2390,4,1.5,7480,1.5,0,3,0,1920,0,98178,47.504,-122.227
563500,2085,1610,4,1.75,174240,1,0,3,475,1964,0,98024,47.5753,-121.95
355000,1860,1860,3,2.25,5028,2,0,3,0,2012,0,98019,47.7318,-121.982
1550000,6070,6070,5,4.25,171626,2,0,3,0,1999,0,98024,47.5954,-121.95
625000,1600,1600,3,1.75,9135,1,0,5,0,1955,0,98006,47.5724,-122.179
538000,2250,2250,3,2.5,11632,2,0,3,0,1988,0,98056,47.5272,-122.169
380000,2280,2280,3,2.5,10255,2,0,4,0,1985,0,98058,47.4334,-122.161
245000,1530,1030,3,2.5,8500,1,0,5,500,1996,0,98038,47.3592,-122.046
310000,2190,2190,5,1.75,27260,1,0,4,0,1947,1974,98166,47.4546,-122.337
365000,2200,2200,3,2.5,4052,2,0,3,0,2005,0,98058,47.4362,-122.178
328500,2290,2290,4,3,8250,2,0,3,0,1990,0,98042,47.3739,-122.156
749000,1710,1440,4,2.5,9627,1,0,3,270,1976,2014,98006,47.559,-122.164
438000,1270,1270,2,2,1372,3,0,3,0,2000,0,98115,47.6776,-122.318
578000,2120,1540,3,1.75,10875,1,0,3,580,1977,0,98146,47.504,-122.382
641000,1420,1070,2,1,5332,1,0,3,350,1953,0,98105,47.6694,-122.275
350000,1250,1250,3,1.5,219978,1,0,4,0,1980,0,98038,47.4056,-121.955
205000,940,940,3,1,7980,1,0,4,0,1960,0,98032,47.3838,-122.289
520000,2590,1440,3,2.25,9263,1,0,5,1150,1977,0,98028,47.7691,-122.262
232000,1400,1400,3,1,10403,1,0,4,0,1976,0,98038,47.362,-122.029
691100,2360,1710,3,2.75,16117,1,0,4,650,1983,0,98006,47.5698,-122.121
551000,2830,2830,3,2.5,5802,2,0,3,0,2001,0,98028,47.7605,-122.234
705000,1970,1770,3,3,20978,2,1,4,200,1980,0,98070,47.3844,-122.438
255000,1240,1240,3,1.75,8659,1,0,5,0,1986,0,98042,47.3663,-122.089
1050000,3450,3450,4,3.5,7832,2,0,3,0,2007,0,98006,47.5637,-122.123
348000,2570,2570,3,2.25,8491,2,0,4,0,1989,0,98042,47.3759,-122.125
359500,2390,2390,4,2.25,11250,2,0,3,0,1988,0,98023,47.3305,-122.371
325000,1850,1850,4,2.5,7324,2,0,3,0,1997,0,98042,47.3701,-122.107
342500,1810,1810,3,2.5,5192,2,0,3,0,1993,0,98038,47.3724,-122.042
290900,1610,1610,2,2,17600,2,0,3,0,1930,1983,98178,47.4855,-122.266
1200000,4110,3130,4,2.75,8400,2,0,3,980,1928,2013,98125,47.717,-122.281
438924,1050,850,3,1.5,4590,1,0,3,200,1949,0,98115,47.6943,-122.29
590000,2910,1780,4,2.75,10650,1,0,3,1130,1975,0,98033,47.6658,-122.188
378500,1700,850,4,1.75,8640,1,0,3,850,1955,0,98006,47.5772,-122.153
328500,1950,1950,3,2.5,8130,2,0,4,0,1990,0,98042,47.3875,-122.161
849950,2990,2990,3,3,9773,2,0,4,0,1973,0,98005,47.6344,-122.174
295000,2160,1460,4,2.5,7725,1,0,4,700,1978,0,98023,47.3078,-122.378
1070000,4860,3860,6,3.5,11793,2,0,3,1000,1998,0,98006,47.5521,-122.137
232000,1300,1300,3,1.75,11230,1,0,5,0,1968,0,98042,47.3811,-122.087
490000,1230,870,2,2.5,1391,2,0,3,360,2004,0,98112,47.6192,-122.301
725000,2110,1710,4,2,4140,2,0,3,400,1925,2003,98116,47.5836,-122.387
299000,3080,1610,3,2.75,19635,1,0,4,1470,1958,0,98032,47.3841,-122.284
625000,1490,1190,2,1.5,5750,1.5,0,4,300,1900,0,98116,47.5872,-122.39
437500,2120,2120,3,2.5,4500,2,0,3,0,2000,0,98065,47.5322,-121.88
650000,3180,3180,4,2.5,5438,2,0,3,0,2003,0,98065,47.5416,-121.864
475000,1490,860,2,1,3825,1,0,3,630,1929,0,98117,47.6799,-122.381
342000,1930,1930,3,2,11947,1,0,4,0,1966,0,98042,47.3672,-122.151
1200000,2770,2770,4,2.5,7800,2,0,3,0,1999,0,98033,47.684,-122.205
240000,1330,1330,2,1.75,7200,1,0,3,0,1993,0,98188,47.4467,-122.281
615000,1540,820,2,1,6872,1,0,4,720,1946,0,98119,47.6454,-122.373
1490000,4030,4030,4,3.75,10800,2,0,3,0,2006,0,98033,47.6821,-122.196
480000,2600,2600,4,2.5,7787,2,0,3,0,2005,0,98059,47.4877,-122.139
1100000,4410,4410,5,3.5,57063,2,0,4,0,1990,0,98053,47.6554,-122.018
615000,1900,950,3,1.75,5000,1,0,5,950,1951,0,98116,47.5789,-122.393
750000,2400,2400,3,2.5,7745,2,0,3,0,2001,0,98033,47.6734,-122.173
2250000,4760,3390,4,2.25,8036,2.5,0,5,1370,1916,0,98112,47.6415,-122.285
890000,3180,3180,4,3.25,194278,2,0,3,0,2005,0,98059,47.4711,-122.084
288000,1190,1190,3,1,7560,1,0,5,0,1958,0,98058,47.452,-122.177
190000,630,630,2,1,6000,1,0,3,0,1943,2005,98178,47.4973,-122.221
650000,3040,3040,4,2.5,6587,2,0,3,0,2003,0,98053,47.683,-122.039
1600000,6050,6050,6,5,230652,2,0,3,0,2001,0,98024,47.6033,-121.943
365000,1590,1590,4,1,7085,1.5,0,3,0,1944,0,98125,47.7315,-122.305
270500,1780,1320,3,2.5,7848,1,0,3,460,1978,0,98038,47.3608,-122.056
200000,1360,1360,2,1.5,1898,2,0,3,0,1978,0,98092,47.2852,-122.19
160000,1010,1010,3,1.5,9600,1,0,4,0,1962,0,98198,47.4097,-122.316
358000,1610,1610,3,2.25,6655,2,0,4,0,1985,0,98058,47.4296,-122.161
249000,1360,1360,3,2,6082,1,0,3,0,1994,0,98042,47.3577,-122.16
2130000,5403,5403,3,2.5,24069,2,1,4,0,1976,0,98166,47.4169,-122.348
280000,1560,1560,4,2.5,4350,2,0,3,0,2003,0,98056,47.5025,-122.186
318888,2320,2270,4,1.75,12000,1,0,4,50,1973,0,98032,47.3644,-122.28
782000,2380,2380,4,2.5,9614,2,0,4,0,1991,0,98006,47.5623,-122.116
315000,2300,1560,4,2.75,18360,1,0,4,740,1979,0,98058,47.4518,-122.16
1450000,4380,3580,3,3,6320,2,0,5,800,1952,0,98199,47.6452,-122.411
396000,1300,1300,3,1.5,8280,1,0,5,0,1956,0,98028,47.7403,-122.256
725000,2990,2990,4,2.5,29170,2,0,3,0,1999,0,98059,47.5146,-122.117
238000,1400,1400,4,1,7242,1.5,0,3,0,1959,0,98188,47.4339,-122.291
331500,2050,2050,4,2.5,10271,2,0,3,0,1998,0,98042,47.3628,-122.075
460000,2230,1410,4,3,108900,1,0,3,820,1978,0,98065,47.52,-121.845
404950,2340,2340,4,2.25,217014,1,0,4,0,1982,0,98092,47.2953,-122.083
638700,2080,1370,3,1.75,9162,1,0,3,710,1960,0,98005,47.5846,-122.168
435000,1840,1840,3,2.5,5680,2,0,3,0,2008,0,98053,47.6969,-122.026
260000,1180,1180,3,1,5350,1.5,0,4,0,1959,0,98178,47.505,-122.259
671500,2160,1530,5,2.75,4000,1.5,0,5,630,1927,0,98105,47.667,-122.289
338900,1830,1830,4,2.5,5612,2,0,3,0,2003,0,98038,47.3572,-122.015
263500,1330,1040,3,1.75,9917,1,0,3,290,1981,0,98058,47.4478,-122.161
300000,1220,1220,2,1,75794,1,0,4,0,1963,0,98038,47.4219,-122.007
530000,2320,2320,4,2.5,5493,2,0,3,0,2004,0,98028,47.7727,-122.229
180000,1384,1384,3,1,8960,1,0,4,0,1965,0,98023,47.3062,-122.371
619000,2720,2720,3,2.5,6439,2,0,3,0,2005,0,98065,47.5422,-121.86
730000,2130,1530,2,2.25,4920,1.5,0,4,600,1941,0,98116,47.573,-122.409
330000,1510,1510,3,1.75,15744,1,0,3,0,1985,0,98045,47.476,-121.755
370000,2110,2110,3,2.25,13300,2,0,4,0,1985,0,98038,47.3725,-122.06
